literal	file	line	platform	ownership	new_value	compatibility	owner_phase
path-consumer	docs/archive/chat/20260508-chat-guided-generation-decisions.md	681	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260508-chat-guided-generation-decisions.md	697	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260508-chat-guided-generation-decisions.md	715	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260508-chat-guided-generation-decisions.md	734	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260508-chat-guided-generation-decisions.md	1028	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260508-chat-guided-generation-decisions.md	2091	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/chat/20260510-explicit_persona_enhancements.md	832	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	47	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	48	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	49	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	50	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	51	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	52	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	236	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	237	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	238	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	239	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	349	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	493	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	586	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	704	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	705	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	808	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	809	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	871	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	937	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	938	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	939	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	966	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1018	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1023	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1030	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1035	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1041	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1045	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1048	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1053	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1231	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1243	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1244	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1248	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/chat/20260519-chat_archival.md	1249	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	8	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	33	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	79	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	82	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	85	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	106	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	107	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	113	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	116	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	162	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	171	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	181	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	184	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	187	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/gpu-hardware/20260412-apple-silicon-implementation.md	194	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-mactop-json-schema.md	8	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-mactop-json-schema.md	107	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-mactop-json-schema.md	109	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-mactop-json-schema.md	349	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260412-mactop-json-schema.md	351	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260423-context-window-live-tracking.md	5	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260423-context-window-live-tracking.md	12	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260423-context-window-live-tracking.md	83	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260423-context-window-live-tracking.md	146	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260423-context-window-live-tracking.md	148	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/gpu-hardware/20260423-context-window-live-tracking.md	165	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
